title,isbn,writer,publisher,Pub_date,re_price,sa_price,genre
열다섯에 곰이라니,9791130695723.0,추정경 지음,다산책방,20221220.0,"13,000","11,700",청소년
상처받지 않는 영혼,9788998075088.0,"마이클 싱어 지음, 이균형 옮김, 성해영 감수",라이팅하우스,20140508.0,"15,000","13,500",인문학
나는 오래된 거리처럼 너를 사랑하고,9788932040448.0,진은영 지음,문학과지성사,20220831.0,"12,000","10,800",소설/시/희곡
회사는 엑셀을 가르쳐주지 않아요,9791129708328.0,쏘피(박성희) 지음,메가스터디북스,20220920.0,"18,000","16,200",컴퓨터/모바일
레버리지 (20만 부 기념 블랙에디션),9791130697246.0,"롭 무어 지음, 김유미 옮김",다산북스,20230215.0,"18,000","16,200",자기계발
괴테와의 대화 1,9788937461767.0,"요한 페터 에커만 지음, 장희창 옮김",민음사,20080502.0,"16,000","14,400",소설/시/희곡
논어 (무삭제 완역본),9791187142591.0,"공자 지음, 소준섭 옮김",현대지성,20181001.0,"12,000","10,800",인문학
공정하다는 착각,9791164136452.0,"마이클 샌델 지음, 함규진 옮김",와이즈베리,20201201.0,"18,000","16,200",사회과학
내 삶의 글쓰기,9791160078732.0,"빌 루어바흐 지음, 홍선영 옮김",한즈미디어(한스미디어),20230214.0,"5,000","4,500",인문학
"설자은, 금성으로 돌아오다",9788954695978.0,정세랑 지음,문학동네,20231030.0,"16,800","15,120",소설/시/희곡
시지프 신화,9788937463433.0,"알베르 카뮈 지음, 김화영 옮김",민음사,20160617.0,"12,000","10,800",에세이
천 개의 파랑,9791190090261.0,천선란 지음,허블,20200819.0,"17,000","15,300",소설/시/희곡
어린이라는 세계,9791160946918.0,김소영 지음,사계절,20201116.0,"15,000","13,500",에세이
리얼리티 트랜서핑 1,9788935703081.0,"바딤 젤란드 지음, 박인수 옮김",정신세계사,20090123.0,"11,000","9,900",자기계발
치치새가 사는 숲,9788937473852.0,장진영 지음,민음사,20231020.0,"14,000","12,600",소설/시/희곡
시와 산책,9791196517199.0,한정원 지음,시간의흐름,20200630.0,"18,000","16,200",에세이
자기결단력,9791187033806.0,"피터 홀린스 지음, 한원희 옮김",좋은생각,20220224.0,"8,000","7,200",자기계발
기분이 태도가 되지 말자 (20만 부 기념 개정판),9791197647666.0,김수현 지음,하이스트,20221125.0,"17,000","15,300",에세이
해커스 첫토익 LC + RC + VOCA 기초입문서,9788965424208.0,해커스어학연구소 지음,해커스어학연구소(Hackers),20230410.0,"14,900","13,410",외국어
해커스 토익 실전 1000제 1 LC Listening(리스닝) 문제집,9788965425076.0,해커스어학연구소 지음,해커스어학연구소(Hackers),20230605.0,"11,900","10,710",외국어
아주 희미한 빛으로도,9788954695053.0,최은영 지음,문학동네,20230807.0,"16,800","15,120",소설/시/희곡
지구별 인간,9788934975137.0,"무라타 사야카 지음, 최고은 옮김",비채,20220915.0,"14,800","13,320",소설/시/희곡
프레임,9788950994518.0,최인철 지음,21세기북스,20210302.0,"22,000","19,800",자기계발
김락희의 인체 드로잉,9788931588507.0,"김락희 지음, 윤관현 감수",성안당,20191127.0,"35,000","31,500",예술/대중문화
멀고도 가까운,9788983717733.0,"리베카 솔닛 지음, 김현우 옮김",반비,20160211.0,"17,000","15,300",인문학
나는 3학년 2반 7번 애벌레,9788936414085.0,"김원아 지음, 이주희 그림",창비,20160325.0,"11,000","9,900",어린이
종의 기원,9791189198862.0,"찰스 로버트 다윈 지음, 장대익 옮김, 최재천 감수, 다윈 포럼 기획",사이언스북스,20190731.0,"22,000","19,800",과학
최민준의 아들코칭 백과,9791168127531.0,최민준 지음,위즈덤하우스,20230830.0,"18,800","16,920",좋은부모
개소리에 대하여,9791157833023.0,"해리 G. 프랭크퍼트 지음, 이윤 옮김",필로소픽,20230816.0,"9,500","8,550",인문학
불편한 편의점 2 (단풍 에디션),9791161571379.0,김호연 지음,나무옆의자,20220810.0,"14,000","12,600",소설/시/희곡
지금 알고 있는 걸 그때도 알았더라면,9788970638331.0,류시화 엮음,열림원,20141203.0,"10,000","9,000",소설/시/희곡
여학교의 별 1,9788954684316.0,"와야마 야마 지음, 현승희 옮김",문학동네,20220131.0,"8,500","7,650",만화
교토커피,9791188694389.0,심재범 지음,디자인이음,20190423.0,"5,000","4,500",여행
샤워젤과 소다수,9788954696012.0,고선경 지음,문학동네,20231019.0,"12,000","10,800",소설/시/희곡
슬픔을 공부하는 슬픔,9791160401967.0,신형철 지음,한겨레출판,20180922.0,"16,000","14,400",에세이
TEPS 서울대 텝스관리위원회 공식 기출문제집 : 출제기관 공식 수험서,9788969653376.0,"서울대학교 TEPS 관리위원회 문제 제공, 해커스 텝스연구소 편집·해설",챔프스터디,20230918.0,"22,000","19,800",외국어
"해커스 토플 리딩 인터미디엇 (Hackers TOEFL Reading Intermediate) : 2023년 7월 26일 개정 시험 완벽 반영, 개정증보판",9788965426103.0,David Cho 지음,해커스어학연구소(Hackers),20230630.0,"25,000","22,500",외국어
불안,9788956605593.0,"알랭 드 보통 지음, 정영목 옮김",은행나무,20111228.0,"15,000","13,500",에세이
우리 아기 오감발달 동물농장 사운드북,8809264180921.0,"샘 태플린 지음, 페데리카 아이오사 그림",어스본코리아,20180411.0,"19,800","15,840",유아
10대를 위한 정의란 무엇인가,9788937886966.0,"조혜진 그림, 신현주 글, 김선욱 감수, 마이클 샌델 원작",미래엔아이세움,20141130.0,"12,000","10,800",어린이
여덟 단어,9791197977046.0,박웅현 지음,인티N,20230615.0,"17,000","15,300",인문학
스즈키 바이올린 교본 1,9788903411116.0,세광음악 편집부 엮음,세광음악출판사,20091217.0,"12,000","10,800",예술/대중문화
코스모스,9788983711540.0,"칼 세이건 지음, 홍승수 옮김",사이언스북스,20041220.0,"50,000","45,000",과학
현대 심리치료와 상담 이론,9788963309262.0,권석만 지음,학지사,20120830.0,"22,000","22,000",대학교재/전문서적
죄와 벌 1,9788937462849.0,"표도르 도스토예프스키 지음, 김연경 옮김",민음사,20120330.0,"11,000","9,900",소설/시/희곡
천둥 꼬마 선녀 번개 꼬마 선녀,9788954602792.0,"한강 지음, 진태람 그림",문학동네,20070228.0,"13,500","12,150",유아
아비투스 (양장),9791130698366.0,"도리스 메르틴 지음, 배명자 옮김",다산초당(다산북스),20230324.0,"22,000","19,800",인문학
자살,9791189356934.0,"에두아르 르베 지음, 한국화 옮김",워크룸프레스(Workroom),20230310.0,"16,000","14,400",소설/시/희곡
엄마 도감 (리커버),9788901251509.0,권정민 지음,웅진주니어,20210716.0,"13,000","11,700",유아
결국 해내는 사람들의 원칙 (리커버 에디션),9791191214185.0,"앨런 피즈.바바라 피즈 지음, 이재경 옮김",반니,20201214.0,"18,000","16,200",자기계발
초보 마녀와 견습 마법사를 위한 필수 지침서,9791160079029.0,"프란체스카 마테오니 지음, 엘리사 마첼라리 그림, 박유진 옮김",한즈미디어(한스미디어),20230427.0,"5,000","4,500",예술/대중문화
더 그레이트 비트코인,9791198252449.0,오태민 지음,(주)거인의정원,20231027.0,"35,000","31,500",경제경영
나의 한국현대사 1959-2020,9788971999080.0,유시민 지음,돌베개,20210118.0,"19,000","17,100",역사
재미만점 두뇌계발 스도쿠 퍼즐 1 : 초급/중급 (스프링북),8809565330001.0,베이직콘텐츠연구소 지음,베이직북스,20180815.0,"10,000","7,000",건강/취미
인간 본성의 법칙,9791190182560.0,"로버트 그린 지음, 이지연 옮김",위즈덤하우스,20190729.0,"32,000","28,800",인문학
ETS 토익 정기시험 실전 1000 Vol. 1 RC(리딩),9788917239324.0,ETS 지음,(주)YBM(와이비엠),20230619.0,"19,800","17,820",외국어
나의 눈부신 친구 (리커버 특별판),9788935669738.0,"엘레나 페란테 지음, 김지우 옮김",한길사,20160707.0,"16,000","14,400",소설/시/희곡
변신·시골의사,9788937460043.0,"프란츠 카프카 지음, 전영애 옮김",민음사,19980805.0,"8,500","7,650",소설/시/희곡
여학교의 별 2,9788954685825.0,"와야마 야마 지음, 현승희 옮김",문학동네,20220505.0,"8,500","7,650",만화
나의 돈 많은 고등학교 친구,9791165347161.0,송희구 지음,서삼독,20230428.0,"18,000","16,200",자기계발
호밀밭의 파수꾼,9788937460470.0,"J.D. 샐린저 지음, 정영목 옮김",민음사,20230117.0,"12,000","10,800",소설/시/희곡
악의,9788972750031.0,"히가시노 게이고 지음, 양윤옥 옮김",현대문학,20190725.0,"16,800","15,120",소설/시/희곡
아가미 (리커버),9791162203392.0,구병모 지음,위즈덤하우스,20180330.0,"14,800","13,320",소설/시/희곡
초판본 동물 농장,9791164453122.0,"조지 오웰 지음, 이종인 옮김",더스토리,20200820.0,"2,990","2,700",소설/시/희곡
인생의 역사,9791191859379.0,신형철 지음,난다,20221031.0,"18,000","16,200",에세이
역행자 확장판,9788901272580.0,자청 지음,웅진지식하우스,20230529.0,"19,500","17,550",자기계발
넛지 : 파이널 에디션,9788901260679.0,"리처드 H. 탈러.카스 R. 선스타인 지음, 이경식 옮김, 최정규 감수",리더스북,20220620.0,"22,000","19,800",경제경영
희망,9788998441081.0,양귀자 지음,쓰다,20200630.0,"19,800","17,820",소설/시/희곡
트로피컬 나이트,9791160408331.0,조예은 지음,한겨레출판,20220817.0,"15,000","13,500",소설/시/희곡
훌훌,9788954685030.0,문경민 지음,문학동네,20220207.0,"13,500","12,150",청소년
창조적 시선,9788950937577.0,"김정운 지음, 윤광준 사진, 이진일 감수",arte(아르테),20230628.0,"108,000","97,200",인문학
나는 뻔뻔하게 살기로 했다,9788970656595.0,"데이비드 시버리 지음, 김정한 옮김",홍익,20181102.0,"3,900","3,510",인문학
20일 만에 끝내는 해커스 토익 750+ LC(리스닝),9788965424239.0,David Cho 지음,해커스어학연구소(Hackers),20230703.0,"14,900","13,410",외국어
위대한 개츠비,9788937460753.0,"F. 스콧 피츠제럴드 지음, 김욱동 옮김",민음사,20101208.0,"9,000","8,100",소설/시/희곡
"해커스 토플 라이팅 (Hackers TOEFL Writing) : 2023년 7월 26일 개정 시험 완벽 반영, 개정증보판",9788965426011.0,David Cho 지음,해커스어학연구소(Hackers),20230630.0,"25,000","22,500",외국어
인생,9791156754312.0,"위화 지음, 백원담 옮김",푸른숲,20230912.0,"16,800","15,120",소설/시/희곡
갈매기에게 나는 법을 가르쳐준 고양이,9791166890475.0,"루이스 세뿔베다 지음, 유왕무 옮김, 이억배 그림 지음, 이억배 그림, 유왕무 옮김",바다출판사,20210930.0,"12,800","11,520",어린이
ETS 토익 정기시험 실전 1000 Vol. 1 LC(리스닝),9788917239317.0,ETS 지음,(주)YBM(와이비엠),20230619.0,"19,800","17,820",외국어
당신도 부자가 될 수 있다,9788994643885.0,"로럴 랭마이어 지음, 김해온 옮김",라이온북스,20220131.0,"4,400","3,960",경제경영
젊은 베르테르의 슬픔,9788937460258.0,"요한 볼프강 폰 괴테 지음, 박찬기 옮김",민음사,19990320.0,"8,000","7,200",소설/시/희곡
침팬지 폴리틱스,9788955617085.0,"프란스 드 발 지음, 장대익.황상익 옮김",바다출판사,20180309.0,"18,000","16,200",과학
어떻게 말해줘야 할까,9788934986652.0,"오은영 지음, 차상미 그림",김영사,20201025.0,"19,800","17,820",좋은부모
흔들릴 줄 알아야 부러지지 않는다,9791191731538.0,김정호 지음,달콤북스,20230904.0,"16,800","15,120",자기계발
건강의 뇌과학,9791139706673.0,"제임스 굿윈 지음, 박세연 옮김",현대지성,20220712.0,"19,900","17,910",과학
